Instruction,Input,Output,materi,question_id,Full Code,Template
Build a program in Python for finding the largest prime number in a given range.,1-100,"def largest_prime(num):
    largest_prime = 0
    for n in range (num):
        if(isPrime(n)):
            largest_prime = n
    return largest_prime

def isPrime(n):
    if(n == 1):
        return False
    elif(n == 2):
        return True
    else:
        for x in range(2,n//2+1):
            if(n % x == 0):
                return False
        return True

print(largest_prime(100))",Control Structure,7214,"def largest_prime(num):
    largest_prime = 0
    for n in range (num):
        if(isPrime(n)):
            largest_prime = n
    return largest_prime

def isPrime(n):
    if(n == 1):
        return False
    elif(n == 2):
        return True
    else:
        for x in range(2,n//2+1):
            if(n % x == 0):
                return False
        return True

print(largest_prime(100))","def largest_prime(num):
    largest_prime = 0
    for n in range (num):
        if(isPrime(n)):
            largest_prime = n
    ___

def isPrime(n):
    if(n == 1):
    ___
    elif(n == 2):
    ___
    ___
        for x in range(2,n//2+1):
            if(n % x == 0):
    ___
    ___

print(largest_prime(100))"
Construct a Python program for finding the intersection of two arrays.,"Array 1: [1, 2, 3, 4]
Array 2: [3, 4, 5, 6]","def intersection(arr1, arr2):
  result = [i for i in arr1 if i in arr2]
  return result

arr1 = [1, 2, 3, 4]
arr2 = [3, 4, 5, 6]
result = intersection(arr1, arr2)
print(result)  # [3, 4]",Control Structure,7230,"def intersection(arr1, arr2):
  result = [i for i in arr1 if i in arr2]
  return result

arr1 = [1, 2, 3, 4]
arr2 = [3, 4, 5, 6]
result = intersection(arr1, arr2)
print(result)  # [3, 4]","def intersection(arr1, arr2):
  result = [i for i in arr1 if i in arr2]
    ___

arr1 = [1, 2, 3, 4]
arr2 = [3, 4, 5, 6]
result = intersection(arr1, arr2)
print(result)  # [3, 4]"
Create a python program to calculate Fibonacci sequence for a given number.,n = 8,"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

if __name__ == '__main__':
    n = 8
    print(fibonacci(n))",Control Structure,7237,"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

if __name__ == '__main__':
    n = 8
    print(fibonacci(n))","def fibonacci(n):
    if n == 0:
    ___
    elif n == 1:
    ___
    ___
    ___

if __name__ == '__main__':
    n = 8
    print(fibonacci(n))"
"Optimize a given Python program for speed, memory usage and readability.","def factorial(n):
    f =1
    for i in range(2,n+1):
        f *=i
    return f","def factorial(n):
    result = 1
    for i in range(2, n+1):
        result *= i
    return result",Control Structure,7260,"def factorial(n):
    result = 1
    for i in range(2, n+1):
        result *= i
    return result","def factorial(n):
    result = 1
    for i in range(2, n+1):
        result *= i
    ___"
"Develop an algorithm for calculating the sum of two numbers, in Python.","2, 20","def add_numbers(a, b):
    return a + b

print(""The sum of 2 and 20 is: "", add_numbers(2, 20))",Control Structure,7304,"def add_numbers(a, b):
    return a + b

print(""The sum of 2 and 20 is: "", add_numbers(2, 20))","def add_numbers(a, b):
    ___

print(""The sum of 2 and 20 is: "", add_numbers(2, 20))"
Create a Python function for encrypting strings using a “Vigenere Cipher”.,"""HELLO""","def encrypt_vigenere(plaintext, key):
 ciphertext = """"
 index = 0
 for c in plaintext:
     ciphertext += chr((ord(c) - 65 + ord(key[index]) - 65) % 26 + 65)
     index = (index + 1) % len(key)
 return ciphertext",Control Structure,7328,"def encrypt_vigenere(plaintext, key):
 ciphertext = """"
 index = 0
 for c in plaintext:
     ciphertext += chr((ord(c) - 65 + ord(key[index]) - 65) % 26 + 65)
     index = (index + 1) % len(key)
 return ciphertext","def encrypt_vigenere(plaintext, key):
 ciphertext = """"
 index = 0
 for c in plaintext:
     ciphertext += chr((ord(c) - 65 + ord(key[index]) - 65) % 26 + 65)
     index = (index + 1) % len(key)
    ___"
Develop a program in Python for converting a base 10 number to binary.,17,"def decimalToBinary(n):
    binary = 0
    power = 1
    
    while (n != 0):
        last_bit = n % 2
        binary = binary + last_bit * power
        n = n // 2
        power = power * 10
 
    return binary

n = 17
print('Binary Representation of', n, 'is', decimalToBinary(n))",Control Structure,7348,"def decimalToBinary(n):
    binary = 0
    power = 1
    
    while (n != 0):
        last_bit = n % 2
        binary = binary + last_bit * power
        n = n // 2
        power = power * 10
 
    return binary

n = 17
print('Binary Representation of', n, 'is', decimalToBinary(n))","def decimalToBinary(n):
    binary = 0
    power = 1
    
    while (n != 0):
        last_bit = n % 2
        binary = binary + last_bit * power
        n = n // 2
        power = power * 10
 
    ___

n = 17
print('Binary Representation of', n, 'is', decimalToBinary(n))"
Create a Python program to mark a character as asterisk (*) if it's the same as the previous one?,"test_string = ""SSSSSSSSSShellllllllllllooooooooo""","def mark_asterisk(input):
    res = """"
    temp = input[0]
    for char in input:
        if char == temp:
            res += '*'
        else:
            res += char
            temp = char
    return res",Control Structure,7354,"def mark_asterisk(input):
    res = """"
    temp = input[0]
    for char in input:
        if char == temp:
            res += '*'
        else:
            res += char
            temp = char
    return res","def mark_asterisk(input):
    res = """"
    temp = input[0]
    for char in input:
        if char == temp:
            res += '*'
    ___
            res += char
            temp = char
    ___"
Optimize a simple Python program for finding the sum of two numbers. The program should take two numbers as an input and return the sum as an output.,15 and 7,"def add_numbers(num1, num2):
 '''
 Function to add two numbers 
 '''
 return num1 + num2 

# Driver code 
print(add_numbers(15, 7))",Control Structure,7389,"def add_numbers(num1, num2):
 '''
 Function to add two numbers 
 '''
 return num1 + num2 

# Driver code 
print(add_numbers(15, 7))","def add_numbers(num1, num2):
 '''
 Function to add two numbers 
 '''
    ___

# Driver code 
print(add_numbers(15, 7))"
Create a Python script to break the given sentence into words.,"sentence = ""This is an example sentence.""","def break_sentence(sentence):  
    return sentence.split("" "")",Control Structure,7402,"def break_sentence(sentence):  
    return sentence.split("" "")","def break_sentence(sentence):  
    ___"
Generate a python program to determine if two objects are mutually exclusive or not.,"Input objects are ([1,2,3], [4,5,6]).","def mutually_exclusive(object1, object2):
    if len(object1.intersection(object2)) > 0:
        return False
    else:
        return True
    
object1 = set([1, 2, 3])
object2 = set([4, 5, 6])

result = mutually_exclusive(object1, object2)
print(result) # Outputs True as objects don't share elements.",Control Structure,7404,"def mutually_exclusive(object1, object2):
    if len(object1.intersection(object2)) > 0:
        return False
    else:
        return True
    
object1 = set([1, 2, 3])
object2 = set([4, 5, 6])

result = mutually_exclusive(object1, object2)
print(result) # Outputs True as objects don't share elements.","def mutually_exclusive(object1, object2):
    if len(object1.intersection(object2)) > 0:
    ___
    ___
    ___
    
object1 = set([1, 2, 3])
object2 = set([4, 5, 6])

result = mutually_exclusive(object1, object2)
print(result) # Outputs True as objects don't share elements."
Design a Python function to check if two given strings are anagrams or not.,"""abc"", ""cab""","def check_anagram(str1, str2):
 
    if sorted(str1) == sorted(str2):
        return True
    else:
        return False",Control Structure,7405,"def check_anagram(str1, str2):
 
    if sorted(str1) == sorted(str2):
        return True
    else:
        return False","def check_anagram(str1, str2):
 
    if sorted(str1) == sorted(str2):
    ___
    ___
    ___"
Suggest a completion for the following python function in order to generate a random number between 0 and 1.,"import random

def generate_random():
    # Your code here","import random

def generate_random():
    return random.random()",Control Structure,7427,"import random

def generate_random():
    return random.random()","import random

def generate_random():
    ___"
Compose a function in Python to check if a given number is a power of two.,10,"def is_power_two(num):
    if num == 0:
        return False
    
    while num != 1:
        if num % 2 != 0:
            return False
        num = num // 2
    return True",Control Structure,7438,"def is_power_two(num):
    if num == 0:
        return False
    
    while num != 1:
        if num % 2 != 0:
            return False
        num = num // 2
    return True","def is_power_two(num):
    if num == 0:
    ___
    
    while num != 1:
        if num % 2 != 0:
    ___
        num = num // 2
    ___"
Write a Python function that will calculate the average temperature for the past week.,"[64.7, 67.3, 71.3, 73.1, 75.7, 73.2, 75.7]","def calc_avg_temperature(temperatures):
  total = 0
  for temp in temperatures:
    total += temp
  avg = total / len(temperatures)
  return avg

print(calc_avg_temperature([64.7, 67.3, 71.3, 73.1, 75.7, 73.2, 75.7]))

# Output: 71.17142857142857",Control Structure,7447,"def calc_avg_temperature(temperatures):
  total = 0
  for temp in temperatures:
    total += temp
  avg = total / len(temperatures)
  return avg

print(calc_avg_temperature([64.7, 67.3, 71.3, 73.1, 75.7, 73.2, 75.7]))

# Output: 71.17142857142857","def calc_avg_temperature(temperatures):
  total = 0
  for temp in temperatures:
    total += temp
  avg = total / len(temperatures)
    ___

print(calc_avg_temperature([64.7, 67.3, 71.3, 73.1, 75.7, 73.2, 75.7]))

# Output: 71.17142857142857"
Create a Python script to detect if a number is prime.,10,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True

if __name__ == ""__main__"":
    n = 10
    if is_prime(n):
        print(""{} is a prime number"".format(n))
    else:
        print(""{} is not a prime number"".format(n))",Control Structure,7511,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True

if __name__ == ""__main__"":
    n = 10
    if is_prime(n):
        print(""{} is a prime number"".format(n))
    else:
        print(""{} is not a prime number"".format(n))","def is_prime(n):
    if n <= 1:
    ___
    for i in range(2, n):
        if n % i == 0:
    ___
    ___

if __name__ == ""__main__"":
    n = 10
    if is_prime(n):
        print(""{} is a prime number"".format(n))
    ___
        print(""{} is not a prime number"".format(n))"
Construct an algorithm for factoring a large number in Python.,Number = 600851475143,"def get_factor(n):
    factors = []
   
    for i in range(2, n + 1):
        if n % i == 0:
            factors.append(i)
            n //= i
    return factors

number = 600851475143
print(get_factor(number))",Control Structure,7525,"def get_factor(n):
    factors = []
   
    for i in range(2, n + 1):
        if n % i == 0:
            factors.append(i)
            n //= i
    return factors

number = 600851475143
print(get_factor(number))","def get_factor(n):
    factors = []
   
    for i in range(2, n + 1):
        if n % i == 0:
            factors.append(i)
            n //= i
    ___

number = 600851475143
print(get_factor(number))"
